step,body,x,y,z,energy
912,1,1.748745e+11,1.322193e+11,6.221766e+10,-1.862076e+32
918,0,1.725070e+04,3.712694e+03,1.747061e+03,-1.862083e+32
918,1,1.742042e+11,1.329415e+11,6.255754e+10,-1.862083e+32
924,0,1.746724e+04,3.784629e+03,1.780911e+03,-1.862089e+32
924,1,1.735301e+11,1.336610e+11,6.289610e+10,-1.862089e+32
930,0,1.768495e+04,3.857464e+03,1.815185e+03,-1.862096e+32
930,1,1.728525e+11,1.343777e+11,6.323335e+10,-1.862096e+32
936,0,1.790381e+04,3.931202e+03,1.849883e+03,-1.862102e+32
936,1,1.721712e+11,1.350916e+11,6.356928e+10,-1.862102e+32
942,0,1.812384e+04,4.005850e+03,1.885010e+03,-1.862109e+32
942,1,1.714864e+11,1.358026e+11,6.390387e+10,-1.862109e+32
948,0,1.834502e+04,4.081411e+03,1.920566e+03,-1.862115e+32
948,1,1.707979e+11,1.365109e+11,6.423713e+10,-1.862115e+32
954,0,1.856734e+04,4.157891e+03,1.956555e+03,-1.862122e+32
954,1,1.701059e+11,1.372162e+11,6.456904e+10,-1.862122e+32
960,0,1.879082e+04,4.235294e+03,1.992978e+03,-1.862128e+32
960,1,1.694103e+11,1.379187e+11,6.489960e+10,-1.862128e+32
966,0,1.901542e+04,4.313625e+03,2.029838e+03,-1.862135e+32
966,1,1.687111e+11,1.386183e+11,6.522880e+10,-1.862135e+32
972,0,1.924117e+04,4.392889e+03,2.067136e+03,-1.862141e+32
972,1,1.680085e+11,1.393149e+11,6.555663e+10,-1.862141e+32
978,0,1.946804e+04,4.473089e+03,2.104876e+03,-1.862148e+32
978,1,1.673023e+11,1.400087e+11,6.588309e+10,-1.862148e+32
984,0,1.969604e+04,4.554232e+03,2.143059e+03,-1.862154e+32
984,1,1.665926e+11,1.406995e+11,6.620818e+10,-1.862154e+32
990,0,1.992516e+04,4.636322e+03,2.181687e+03,-1.862161e+32
990,1,1.658794e+11,1.413874e+11,6.653187e+10,-1.862161e+32
996,0,2.015539e+04,4.719362e+03,2.220763e+03,-1.862167e+32
996,1,1.651628e+11,1.420723e+11,6.685417e+10,-1.862167e+32
1002,0,2.038673e+04,4.803359e+03,2.260289e+03,-1.862174e+32
1002,1,1.644427e+11,1.427543e+11,6.717507e+10,-1.862174e+32
1008,0,2.061918e+04,4.888316e+03,2.300267e+03,-1.862180e+32
1008,1,1.637192e+11,1.434333e+11,6.749457e+10,-1.862180e+32
1014,0,2.085273e+04,4.974238e+03,2.340699e+03,-1.862187e+32
1014,1,1.629922e+11,1.441092e+11,6.781265e+10,-1.862187e+32
1020,0,2.108737e+04,5.061129e+03,2.381587e+03,-1.862193e+32
1020,1,1.622618e+11,1.447821e+11,6.812931e+10,-1.862193e+32
1026,0,2.132311e+04,5.148995e+03,2.422933e+03,-1.862200e+32
1026,1,1.615281e+11,1.454521e+11,6.844454e+10,-1.862200e+32
1032,0,2.155993e+04,5.237839e+03,2.464740e+03,-1.862206e+32
1032,1,1.607909e+11,1.461189e+11,6.875834e+10,-1.862206e+32
1038,0,2.179784e+04,5.327667e+03,2.507010e+03,-1.862213e+32
1038,1,1.600504e+11,1.467827e+11,6.907070e+10,-1.862213e+32
1044,0,2.203681e+04,5.418482e+03,2.549744e+03,-1.862219e+32
1044,1,1.593065e+11,1.474434e+11,6.938162e+10,-1.862219e+32
1050,0,2.227686e+04,5.510288e+03,2.592945e+03,-1.862226e+32
1050,1,1.585593e+11,1.481011e+11,6.969108e+10,-1.862226e+32
1056,0,2.251798e+04,5.603092e+03,2.636615e+03,-1.862232e+32
1056,1,1.578088e+11,1.487556e+11,6.999908e+10,-1.862232e+32
1062,0,2.276016e+04,5.696896e+03,2.680756e+03,-1.862239e+32
1062,1,1.570550e+11,1.494070e+11,7.030561e+10,-1.862239e+32
1068,0,2.300339e+04,5.791705e+03,2.725370e+03,-1.862245e+32
1068,1,1.562979e+11,1.500553e+11,7.061068e+10,-1.862245e+32
1074,0,2.324767e+04,5.887524e+03,2.770459e+03,-1.862251e+32
1074,1,1.555375e+11,1.507005e+11,7.091426e+10,-1.862251e+32
1080,0,2.349300e+04,5.984357e+03,2.816025e+03,-1.862258e+32
1080,1,1.547739e+11,1.513425e+11,7.121636e+10,-1.862258e+32
1086,0,2.373937e+04,6.082208e+03,2.862070e+03,-1.862264e+32
1086,1,1.540070e+11,1.519813e+11,7.151697e+10,-1.862264e+32
1092,0,2.398678e+04,6.181081e+03,2.908596e+03,-1.862271e+32
1092,1,1.532369e+11,1.526169e+11,7.181608e+10,-1.862271e+32
1098,0,2.423521e+04,6.280982e+03,2.955606e+03,-1.862277e+32
1098,1,1.524636e+11,1.532494e+11,7.211369e+10,-1.862277e+32
1104,0,2.448467e+04,6.381913e+03,3.003100e+03,-1.862284e+32
1104,1,1.516871e+11,1.538786e+11,7.240978e+10,-1.862284e+32
1110,0,2.473515e+04,6.483880e+03,3.051082e+03,-1.862290e+32
1110,1,1.509075e+11,1.545046e+11,7.270436e+10,-1.862290e+32
1116,0,2.498665e+04,6.586886e+03,3.099553e+03,-1.862297e+32
1116,1,1.501247e+11,1.551274e+11,7.299742e+10,-1.862297e+32
1122,0,2.523915e+04,6.690936e+03,3.148516e+03,-1.862303e+32
