step,body,x,y,z,energy
520,0,2.746705e+03,7.211289e+02,8.854349e+01,-3.788006e+32
520,1,4.135887e+10,4.022134e+10,4.938559e+09,-3.788006e+32
524,0,2.786866e+03,7.375079e+02,9.055458e+01,-3.788039e+32
524,1,4.111689e+10,4.046481e+10,4.968454e+09,-3.788039e+32
528,0,2.827268e+03,7.541251e+02,9.259492e+01,-3.788073e+32
528,1,4.087345e+10,4.070684e+10,4.998172e+09,-3.788073e+32
532,0,2.867911e+03,7.709820e+02,9.466469e+01,-3.788106e+32
532,1,4.062856e+10,4.094743e+10,5.027713e+09,-3.788106e+32
536,0,2.908792e+03,7.880800e+02,9.676406e+01,-3.788140e+32
536,1,4.038223e+10,4.118657e+10,5.057075e+09,-3.788140e+32
540,0,2.949911e+03,8.054205e+02,9.889320e+01,-3.788173e+32
540,1,4.013447e+10,4.142425e+10,5.086258e+09,-3.788173e+32
544,0,2.991266e+03,8.230049e+02,1.010523e+02,-3.788207e+32
544,1,3.988529e+10,4.166046e+10,5.115261e+09,-3.788207e+32
548,0,3.032855e+03,8.408345e+02,1.032415e+02,-3.788240e+32
548,1,3.963469e+10,4.189518e+10,5.144082e+09,-3.788240e+32
552,0,3.074677e+03,8.589109e+02,1.054610e+02,-3.788274e+32
552,1,3.938270e+10,4.212843e+10,5.172720e+09,-3.788274e+32
556,0,3.116731e+03,8.772353e+02,1.077109e+02,-3.788307e+32
556,1,3.912930e+10,4.236018e+10,5.201176e+09,-3.788307e+32
560,0,3.159015e+03,8.958091e+02,1.099915e+02,-3.788341e+32
560,1,3.887452e+10,4.259042e+10,5.229446e+09,-3.788341e+32
564,0,3.201527e+03,9.146336e+02,1.123029e+02,-3.788374e+32
564,1,3.861837e+10,4.281916e+10,5.257531e+09,-3.788374e+32
568,0,3.244267e+03,9.337103e+02,1.146452e+02,-3.788408e+32
568,1,3.836084e+10,4.304637e+10,5.285430e+09,-3.788408e+32
572,0,3.287232e+03,9.530404e+02,1.170187e+02,-3.788441e+32
572,1,3.810196e+10,4.327206e+10,5.313141e+09,-3.788441e+32
576,0,3.330421e+03,9.726253e+02,1.194234e+02,-3.788475e+32
576,1,3.784173e+10,4.349621e+10,5.340663e+09,-3.788475e+32
580,0,3.373832e+03,9.924663e+02,1.218595e+02,-3.788508e+32
580,1,3.758015e+10,4.371882e+10,5.367997e+09,-3.788508e+32
584,0,3.417464e+03,1.012565e+03,1.243273e+02,-3.788542e+32
584,1,3.731725e+10,4.393988e+10,5.395139e+09,-3.788542e+32
588,0,3.461316e+03,1.032922e+03,1.268269e+02,-3.788575e+32
588,1,3.705302e+10,4.415938e+10,5.422090e+09,-3.788575e+32
592,0,3.505386e+03,1.053539e+03,1.293583e+02,-3.788609e+32
592,1,3.678748e+10,4.437732e+10,5.448849e+09,-3.788609e+32
596,0,3.549672e+03,1.074417e+03,1.319219e+02,-3.788642e+32
596,1,3.652064e+10,4.459368e+10,5.475415e+09,-3.788642e+32
600,0,3.594172e+03,1.095558e+03,1.345176e+02,-3.788676e+32
600,1,3.625251e+10,4.480845e+10,5.501786e+09,-3.788676e+32
604,0,3.638886e+03,1.116963e+03,1.371458e+02,-3.788709e+32
604,1,3.598309e+10,4.502164e+10,5.527962e+09,-3.788709e+32
608,0,3.683811e+03,1.138633e+03,1.398065e+02,-3.788743e+32
608,1,3.571239e+10,4.523323e+10,5.553942e+09,-3.788743e+32
612,0,3.728946e+03,1.160569e+03,1.425000e+02,-3.788776e+32
612,1,3.544043e+10,4.544322e+10,5.579725e+09,-3.788776e+32
