step,body,x,y,z,energy
57,1,1.494707e+11,6.216228e+09,0.000000e+00,-2.651374e+33
58,0,4.016748e+02,5.801309e+00,0.000000e+00,-2.651376e+33
58,1,1.494662e+11,6.323340e+09,0.000000e+00,-2.651376e+33
59,0,4.154042e+02,6.098918e+00,0.000000e+00,-2.651377e+33
59,1,1.494616e+11,6.430449e+09,0.000000e+00,-2.651377e+33
60,0,4.293641e+02,6.406532e+00,0.000000e+00,-2.651378e+33
60,1,1.494570e+11,6.537554e+09,0.000000e+00,-2.651378e+33
61,0,4.435546e+02,6.724314e+00,0.000000e+00,-2.651380e+33
61,1,1.494523e+11,6.644656e+09,0.000000e+00,-2.651380e+33
62,0,4.579758e+02,7.052431e+00,0.000000e+00,-2.651381e+33
62,1,1.494475e+11,6.751755e+09,0.000000e+00,-2.651381e+33
63,0,4.726275e+02,7.391048e+00,0.000000e+00,-2.651382e+33
63,1,1.494426e+11,6.858850e+09,0.000000e+00,-2.651382e+33
64,0,4.875097e+02,7.740331e+00,0.000000e+00,-2.651384e+33
64,1,1.494376e+11,6.965942e+09,0.000000e+00,-2.651384e+33
65,0,5.026226e+02,8.100443e+00,0.000000e+00,-2.651385e+33
65,1,1.494326e+11,7.073030e+09,0.000000e+00,-2.651385e+33
66,0,5.179659e+02,8.471551e+00,0.000000e+00,-2.651386e+33
66,1,1.494275e+11,7.180115e+09,0.000000e+00,-2.651386e+33
67,0,5.335399e+02,8.853820e+00,0.000000e+00,-2.651388e+33
67,1,1.494223e+11,7.287195e+09,0.000000e+00,-2.651388e+33
68,0,5.493443e+02,9.247415e+00,0.000000e+00,-2.651389e+33
68,1,1.494170e+11,7.394272e+09,0.000000e+00,-2.651389e+33
69,0,5.653793e+02,9.652501e+00,0.000000e+00,-2.651390e+33
69,1,1.494117e+11,7.501345e+09,0.000000e+00,-2.651390e+33
70,0,5.816449e+02,1.006924e+01,0.000000e+00,-2.651392e+33
70,1,1.494063e+11,7.608414e+09,0.000000e+00,-2.651392e+33
71,0,5.981409e+02,1.049781e+01,0.000000e+00,-2.651393e+33
71,1,1.494008e+11,7.715480e+09,0.000000e+00,-2.651393e+33
72,0,6.148674e+02,1.093836e+01,0.000000e+00,-2.651395e+33
72,1,1.493952e+11,7.822541e+09,0.000000e+00,-2.651395e+33
73,0,6.318245e+02,1.139106e+01,0.000000e+00,-2.651396e+33
73,1,1.493896e+11,7.929598e+09,0.000000e+00,-2.651396e+33
74,0,6.490120e+02,1.185608e+01,0.000000e+00,-2.651397e+33
74,1,1.493838e+11,8.036651e+09,0.000000e+00,-2.651397e+33
75,0,6.664300e+02,1.233358e+01,0.000000e+00,-2.651399e+33
75,1,1.493780e+11,8.143700e+09,0.000000e+00,-2.651399e+33
76,0,6.840785e+02,1.282373e+01,0.000000e+00,-2.651400e+33
76,1,1.493722e+11,8.250745e+09,0.000000e+00,-2.651400e+33
77,0,7.019574e+02,1.332670e+01,0.000000e+00,-2.651401e+33
77,1,1.493662e+11,8.357785e+09,0.000000e+00,-2.651401e+33
78,0,7.200668e+02,1.384264e+01,0.000000e+00,-2.651403e+33
78,1,1.493602e+11,8.464822e+09,0.000000e+00,-2.651403e+33
79,0,7.384067e+02,1.437172e+01,0.000000e+00,-2.651404e+33
79,1,1.493541e+11,8.571853e+09,0.000000e+00,-2.651404e+33
80,0,7.569769e+02,1.491411e+01,0.000000e+00,-2.651405e+33
80,1,1.493479e+11,8.678881e+09,0.000000e+00,-2.651405e+33
81,0,7.757776e+02,1.546997e+01,0.000000e+00,-2.651407e+33
81,1,1.493416e+11,8.785904e+09,0.000000e+00,-2.651407e+33
82,0,7.948087e+02,1.603948e+01,0.000000e+00,-2.651408e+33
82,1,1.493353e+11,8.892922e+09,0.000000e+00,-2.651408e+33
83,0,8.140702e+02,1.662278e+01,0.000000e+00,-2.651410e+33
83,1,1.493289e+11,8.999936e+09,0.000000e+00,-2.651410e+33
84,0,8.335621e+02,1.722006e+01,0.000000e+00,-2.651411e+33
84,1,1.493224e+11,9.106945e+09,0.000000e+00,-2.651411e+33
85,0,8.532844e+02,1.783147e+01,0.000000e+00,-2.651412e+33
85,1,1.493158e+11,9.213949e+09,0.000000e+00,-2.651412e+33
86,0,8.732371e+02,1.845717e+01,0.000000e+00,-2.651414e+33
86,1,1.493092e+11,9.320949e+09,0.000000e+00,-2.651414e+33
87,0,8.934201e+02,1.909734e+01,0.000000e+00,-2.651415e+33
87,1,1.493024e+11,9.427944e+09,0.000000e+00,-2.651415e+33
88,0,9.138335e+02,1.975214e+01,0.000000e+00,-2.651416e+33
88,1,1.492956e+11,9.534933e+09,0.000000e+00,-2.651416e+33
89,0,9.344772e+02,2.042174e+01,0.000000e+00,-2.651418e+33
89,1,1.492888e+11,9.641918e+09,0.000000e+00,-2.651418e+33
90,0,9.553513e+02,2.110629e+01,0.000000e+00,-2.651419e+33
90,1,1.492818e+11,9.748898e+09,0.000000e+00,-2.651419e+33
91,0,9.764557e+02,2.180597e+01,0.000000e+00,-2.651420e+33
91,1,1.492748e+11,9.855873e+09,0.000000e+00,-2.651420e+33
92,0,9.977903e+02,2.252093e+01,0.000000e+00,-2.651422e+33
92,1,1.492677e+11,9.962843e+09,0.000000e+00,-2.651422e+33
93,0,1.019355e+03,2.325135e+01,0.000000e+00,-2.651423e+33
93,1,1.492605e+11,1.006981e+10,0.000000e+00,-2.651423e+33
94,0,1.041151e+03,2.399739e+01,0.000000e+00,-2.651424e+33
94,1,1.492532e+11,1.017677e+10,0.000000e+00,-2.651424e+33
95,0,1.063176e+03,2.475922e+01,0.000000e+00,-2.651426e+33
95,1,1.492459e+11,1.028372e+10,0.000000e+00,-2.651426e+33
96,0,1.085432e+03,2.553699e+01,0.000000e+00,-2.651427e+33
96,1,1.492385e+11,1.039067e+10,0.000000e+00,-2.651427e+33
97,0,1.107918e+03,2.633088e+01,0.000000e+00,-2.651429e+33
97,1,1.492310e+11,1.049761e+10,0.000000e+00,-2.651429e+33
98,0,1.130634e+03,2.714104e+01,0.000000e+00,-2.651430e+33
98,1,1.492234e+11,1.060455e+10,0.000000e+00,-2.651430e+33
99,0,1.153581e+03,2.796765e+01,0.000000e+00,-2.651431e+33
99,1,1.492158e+11,1.071149e+10,0.000000e+00,-2.651431e+33
100,0,1.176758e+03,2.881087e+01,0.000000e+00,-2.651433e+33
100,1,1.492081e+11,1.081841e+10,0.000000e+00,-2.651433e+33
101,0,1.200165e+03,2.967087e+01,0.000000e+00,-2.651434e+33
101,1,1.492003e+11,1.092533e+10,0.000000e+00,-2.651434e+33
102,0,1.223802e+03,3.054780e+01,0.000000e+00,-2.651435e+33
102,1,1.491924e+11,1.103225e+10,0.000000e+00,-2.651435e+33
103,0,1.247669e+03,3.144184e+01,0.000000e+00,-2.651437e+33
103,1,1.491845e+11,1.113916e+10,0.000000e+00,-2.651437e+33
104,0,1.271767e+03,3.235314e+01,0.000000e+00,-2.651438e+33
104,1,1.491764e+11,1.124606e+10,0.000000e+00,-2.651438e+33
105,0,1.296094e+03,3.328188e+01,0.000000e+00,-2.651439e+33
105,1,1.491683e+11,1.135296e+10,0.000000e+00,-2.651439e+33
106,0,1.320652e+03,3.422822e+01,0.000000e+00,-2.651441e+33
106,1,1.491602e+11,1.145986e+10,0.000000e+00,-2.651441e+33
107,0,1.345440e+03,3.519233e+01,0.000000e+00,-2.651442e+33
107,1,1.491519e+11,1.156674e+10,0.000000e+00,-2.651442e+33
108,0,1.370458e+03,3.617436e+01,0.000000e+00,-2.651444e+33
108,1,1.491436e+11,1.167362e+10,0.000000e+00,-2.651444e+33
109,0,1.395706e+03,3.717449e+01,0.000000e+00,-2.651445e+33
109,1,1.491352e+11,1.178050e+10,0.000000e+00,-2.651445e+33
110,0,1.421185e+03,3.819287e+01,0.000000e+00,-2.651446e+33
110,1,1.491267e+11,1.188737e+10,0.000000e+00,-2.651446e+33
111,0,1.446893e+03,3.922968e+01,0.000000e+00,-2.651448e+33
111,1,1.491181e+11,1.199423e+10,0.000000e+00,-2.651448e+33
112,0,1.472831e+03,4.028507e+01,0.000000e+00,-2.651449e+33
112,1,1.491095e+11,1.210109e+10,0.000000e+00,-2.651449e+33
113,0,1.499000e+03,4.135922e+01,0.000000e+00,-2.651450e+33
113,1,1.491008e+11,1.220794e+10,0.000000e+00,-2.651450e+33
114,0,1.525398e+03,4.245229e+01,0.000000e+00,-2.651452e+33
114,1,1.490920e+11,1.231478e+10,0.000000e+00,-2.651452e+33
115,0,1.552027e+03,4.356444e+01,0.000000e+00,-2.651453e+33
115,1,1.490831e+11,1.242162e+10,0.000000e+00,-2.651453e+33
116,0,1.578886e+03,4.469584e+01,0.000000e+00,-2.651454e+33
116,1,1.490741e+11,1.252845e+10,0.000000e+00,-2.651454e+33
117,0,1.605974e+03,4.584665e+01,0.000000e+00,-2.651456e+33
117,1,1.490651e+11,1.263527e+10,0.000000e+00,-2.651456e+33
118,0,1.633293e+03,4.701704e+01,0.000000e+00,-2.651457e+33
118,1,1.490560e+11,1.274209e+10,0.000000e+00,-2.651457e+33
